"F.Minamiyama, H.Koga, T.Yamazato, M.Katayama","Performance evaluation of a power supply overlaid communication  for cooperative motion of multiple machines.","Technical Report of IEICE, Vol.110 No.72 (WBS2010-12) pp.63-68, Okinawa,Japan"," In order to reduce wiring in industrial machinery, we consider a cooperative-action system in which various devices (slaves) are multidrop-connected through a bus topology to a
controlling master.  Additionally, power is supplied together with communication signals over the same wiring.  To accurately deliver timing information to the slaves, we propose the use of a spread spectrum(SS) signal.  Together with
the this signal, the control information signal is transmitted by applying an OFDM scheme. This manuscript provide an example of a set of system parameter to be used for an actual application. To assess the proposed method, the reception
characteristics and mutual influence of the two overlaid signals is also explained.","Jun. 2010",
"T. Kondo T. Yamazato M. Katayama","Effects and Mitigation of Channel Errors in a Wireless Control System for Cooperative Motion of Machines","Technical Report of IEICE, Okinawa, Japan","This manuscript discusses a wireless control system for cooperative motion of machines, and clarifies the influence of channel errors to a cooperative motion system. In addition, a new wireless control method is proposed to improve performance of cooperative motion when the channel errors occur. As an example of the controlled objects, rotary inverted pendulums with wireless connections in feedback loops are considered. In this study, we select a simple setting for cooperative motion, two rotary inverted pendulums are operated symmetrically. In order to improve the synchronization of their cooperative motion, we propose a system in which each pendulum receives control signals of it and also of the other pendulum. In addition, the main controller generates control signals for them based on the state information of both objects. The proposed system provides a better performance of cooperative motion than a conventional system with two independent feedback loops does. ","Jun. 2010",
"K. Ota, K. Kobayashi, T. Yamazato, M. Katayama","Extension of Network Lifetime Using Cooperative ARQ Protocol for Solar Energy Harvesting Wireless Sensor Networks","Technical Report of IEICE, vol.110, no.50, USN2010-1, pp.1-4,, Tokyo, Japan","Wireless sensor networks require long-term operation of sensor nodes and reliable data transmission. Attention is being focused on the use of environmental energy for battery charging as a long-term operation method for sensor nodes. Besides this, one of the reliable data transmission methods is cooperative ARQ (Automatic Repeat reQuest) protocol. In this paper, we apply a cooperative ARQ protocol to solar energy harvesting wireless sensor networks. By evaluating the cooperative ARQ protocol with network lifetime, we show that it is effective for extension of network lifetime.","May 2010",
"K. Kobayashi, T. Yamazato, M. Katayama","[Encouragement Talk] Joint Decoding Scheme Using Correlation of Observed Data According to ADC Bit Levels - Evaluation of Performance Improvement by Avoiding Carry Propagation of ADC Output -","Technical Report of IEICE, vol.MoMuC2010-5, pp.69-74, Okinawa, Japan"," In wireless sensor networks, sensor nodes are densely deployed for reliable sensing of physical phenomenon. Due to the high density in the sensing field, sensor observations are spatially correlated. In this paper, we focus on a joint channel decoding scheme utilizing correlation of the sensor observations according to ADC bit levels. Our proposed scheme makes use of Gray code mapping to avoid carry propagation of sensor ADC outputs. The performance of our approach is examined by simulations using sensing data from experiments in a real indoor environment.","May 2010",
"T. Nagura, T. Yamazato, M. Katayama, T. Yendo, T. Fujii, H. Okada","Improved Decoding Methods of Visible Light Communication System for ITS using LED Array and High-Speed Camera","IEEE Vehicular Technology Conference (VTC-Spring), Taipei, Taiwan","In this paper, we consider visible light communication systems using LED array as a transmitter and high-speed camera as a receiver for Intelligent Transport System (ITS). Previously, we have proposed the hierarchical coding scheme which allocates data to spatial frequency components of the image depending on the priority. This scheme is possible to receive information of the high-priority even if communication distance is long. However, we need to distinguish multi-valued data from the received image by using a hierarchical coding. In this paper, we propose two improved decoding methods, and demonstrate to distinguish multi-valued data more correctly in the experiment.","May 2010","https://doi.org/10.1109/VETECS.2010.5493958"
"Z. Huang, T. Yamazato, M. Katayama","Optimal Cluster Partitioning for Wireless Sensor Networks with Cooperative MISO Scheme","Advanced International Conference on Telecommunications (AICT), pp.323-328, Barcelona, Spain","The paper discusses the optimal cluster partitioning for wireless sensor networks deployed in continuous areas. Both single-hop and multi-hop transmissions with cooperative Multi-Input Single-Output (MISO) scheme are considered for inter-cluster communications. The effects of cluster size in the energy consumption of intra-cluster communication and the amount of fused data are included in calculation. As a result, the dominant factors of the maximal network lifetimes are listed as: the cluster farthest from base station in single-hop transmission and the closest cluster in multi-hop transmission. In addition, the maximal network lifetimes of single-hop and multi-hop transmissions are compared and it is found that there exists a threshold of network size that determines which transmission is the better candidate.","May 2010","https://doi.org/10.1109/AICT.2010.67,14500"
"J. Kietlinski-Zaleski, T. Yamazato, M. Katayama","Experimental Validation of TOA UWB Positioning with Two Receivers Using Known Indoor Features","IEEE/ION Position Location and Navigation Symposium (PLANS), Palm Springs, California, USA","Ultra-Wideband is an attractive technology for short range positioning, especially indoors. However, for normal Time of Arrival (ToA) positioning, at least three receivers with unblocked direct path to the transmitter are required. This requirement is not always met. In this work, a novel algorithm for ToA positioning using only two receivers is presented and validated using data from a measurement campaign. Positioning with two receivers is possible by exploiting the knowledge of some of the indoor features, namely positions of big flat reflective surfaces, for example ceiling and walls.","May 2010","https://doi.org/10.1109/PLANS.2010.5507253"
"S. Arai, Y. Nishio, T. Yamazato, S. Ozawa","Performance Evaluation of Error-Correcting Scheme Without Redundancy Code for Noncoherent Chaos Communications","IEEE International Symposium on Circuits and Systems (ISCAS), Paris, France","This paper considers a novel error-correcting scheme exploiting chaotic dynamics for noncoherent chaos communication. In our proposed system, two successive chaotic sequences are generated from the same chaotic map; the second sequence is generated with an initial value which is the last value of the first sequence. In this case, successive chaotic sequences having the same chaotic dynamics are created. This feature gives the receiver additional information to correctly recover the information data and thus improves the bit error performance of the receiver. Further, enhanced efficiency also comes from operating on successively modulated data; by involving less redundancy in the error correction system, it can be designed with high coding rate. In this paper, we analyze the scheme’s capability, by examining computational times and accuracy rates of error correction. bounds on its capability.","May 2010","https://doi.org/10.1109/ISCAS.2010.5537140"
"K. Kobayashi, T. Yamazato, M. Katayama","Correlation Estimation for Joint Decoding of Correlated Observations According to ADC Bit Levels","IEICE Transactions on Fundamentals, vol.J93-A, no.5, pp.353-364","In wireless sensor networks, a large number of sensor nodes are densely deployed for reliable environmental sensing. Due to the high density in the sensing field, sensor observations are spatially correlated. We focus on a property that such correlated observations are available in the form of ADC\'s binary output. In this paper, we study a joint decoding of transmitted data with correlation estimation according to ADC bit levels. Based on analysis of correlation estimation error, we propose a simple but effective estimation method. Our proposal achieves good decoding performance even when correlation of some bit levels have different amplitude and sign.","May 2010",
"Y. Ohtomo, T. Yamazato, M. Katayama","An Access Control Method for Multipoint Cyclic Data Gathering over a PLC Network","IEEE International Symposium on Power Line Communications and Its Applications (ISPLC), Rio de Janeiro, Brazil","This paper proposes a media access control method for a multipoint cyclic data gathering system, in which each node transmits its data to the base-station periodically. In such condition, by broadcasting ACK/NACK signals from the base-station, the proposed method ensures assignment of a time slot for each node once the node succeeds to transfer its data. It is confirmed that the proposed scheme reduces packet  collisions and outperforms conventional slotted-ALOHA scheme in throughput of data even with ACK/NACK errors. Furthermore the proposed scheme realizes adaptive slot assignment under cyclostationary channel environment. ","Mar. 2010","https://doi.org/10.1109/ISPLC.2010.5479914"
"T. Kondo, T. Yamazato, M. Katayama","Wireless Control Scheme with Noisy Channels for Cooperative Motion Systems","IEICE General Conference, Sendai","","Mar. 2010",
"T. Aman, T. Yamazato, M. Katayama","Improvement of Spectrum Efficiency by Dynamic Resource Allocation for Satellite Terrestrial Integrated Mobile Communication System","IEICE General Conference, B-3-33, p.346","","Mar. 2010",
"J. Naganawa, T. Yamazato, M. Katayama","Introduction of dirty paper coding for the cognitive piggyback overlay systems","IEICE General Conference, Sendai, Japan","","Mar. 2010",
"T. Nagura, T. Yamazato, M. Katayama, T. Yendo, T. Fujii, H. Okada","Sub-pixel Estimation of LED Position for Visible Light Communication System using LED Array and High-Speed Camera","IEICE General Conference, A-17-16, p.244","","Mar. 2010",
"Y. Shiraki, T. Yamazato, M. Katayama, T. Yendo, T. Fujii, H. Okada","BER Property of Visible Light Communication System Using LED Array and High-Speed Camera","IEICE General Conference, A-4-3, p.76","","Mar. 2010",
"Ｍ．Ｍitsuya, T. Yamazato, M. Katayama","A Weight Combination Scheme for Sequential-Test-Based Cooperative Spectrum Sensing Systems","IEICE General Conference, B17-15, p664, Sendai, Japan","","Mar. 2010",
"N. Hiraiwa, T. Yamazato, M. Katayama","Kalman Channel Estimator for MC-CDMA based Inter-Vehicle Communication","IEICE Transaction on Communications, vol.ITS2010-45, pp.47-52, ","In this paper, we propose a kalman channel estimator for MC-CDMA based Inter-Vehicle Communication(IVC). In IVC, the channel characteristic of each car is different among pilot signals because of a doppler shift, a multipath fading, and the difference of receiving power. Our proposed kalman channel estimator uses a kalman filter to track the channel fluctuation and implements a pilot-based channel estimation which interpolates among pilot signals by using an interpolation polynomial into our proposed channel estimator to suppress an estimation error. As results, we show that the kalman channel estimator shows better performance than a pilot-based channel estimation.","Feb. 2010",
"T. Nagura, T. Ozawa, T. Yamazato, M. Katayama, T. Yendo, T. Fujii, H. Okada","Detection and Tracking of LED Array Transmitter for Visible Light Communications on Driving Situation","Technical Report of IEICE, vol..ITS2010-47, pp.59-64, Hokkaido, Japan","In this paper, we discuss on a decoding algorithm for visible light communication systems on driving situation using a LED array transmitter and a high-speed camera receiver. We propose a LED array detection method using M-sequence and a LED array tracking method using inversion signals. We demonstrate that we can distinguish LED array candidates correctly with M-sequence. We also demonstrate that we can suppress the flicker of LED and improve the data rate compared with the conventional method.","Feb. 2010",
"T.Ozawa, T.Nagura, T.Yamazato, M.Katayama, T.Yendo T.Fujii, H.Okada","Successive Interference Cancellation for Hierarchical Coding in Optical Wireless Communication Systems using LED array and High speed camera","Technical Report of IEICE, vol.ITS2010-46, pp53-58,, Hokkaido, Japan","We propose a successive interference cancellation scheme (SIC) for the hierarchical coding parallel optical communication system using LED array and high-speed camera. The high priority data is first demodulated and Turbo-decoded. The retrieved high priority data is then re-modulated and subtracted from the received signal. In this way, the reliability of the middle priority data can be improved as the interference caused by the high priority data can be reduced. By the way, the performance of SIC depends on the performance of Turbo code. In this paper, we apply LogMAP decoding to improve the performance instead of MaxLogMAP algorithm that we have used in the previous.","Feb. 2010",
"J.Naganawa, T.Yamazato, M.Katayama","An application of regenerative relay to the cognitive piggyback overlay system","Technical Report of IEICE, vol.109, no.383 (SR2009-75), pp.9-14, Tokyo, Japan","This manuscript considers a secondary system sharing the spectrum with the primary system at the same time and same frequency. This manuscript proposes a cognitive overlay system, in which the secondary system relays the primary signal and piggybacks its own data on it. As the relay procedure, non-regenerative and regenerative repeaters are considered and performance with them are compared. The result of the analysis shows that the proposed scheme with regenerative relay allows the secondary signal to communicate at the same speed of the primary signal without any harm to it.","Jan. 2010",
"Y. Ohtomo, T. Yamazato, M. Katayama","An access control method for multipoint data gathering with ACK/NACK errors","The Papers of Technical Meeting on Communications, IEE Japan, pp21-26, Okinawa, Japan","This manuscript proposes a media access control method for a multipoint cyclic data gathering system, in witch a base-station collects data generated periodically at each node. In such condition, by broadcasting ACK/NACK signals form the base-station, the proposed method ensures assignment a time slot for each node once the node succeeds to transfer its data. It is confirmed that the proposed method outperforms conventional slotted-ALOHA in throughput of data even with ACK/NACK errors. Furthermore, the proposed method realizes adaptive slot assignment under cyclostationary channel environment.","Jan. 2010",
"H. Chinthaka N. Premachandra, T. Yendo, M. P. Tehrani, T. Yamazato, H. Okada, T. Fujii, M. Tanimoto","Tracking an LED Array Using Optical Flow for Visible Light Communication System","2009 ITE Winter Annual Convention, Tokyo, Japan","We propose a visible light road-to-vehicle communication system at intersection as one of ITS technique. In this system, the communication between vehicle and an LED array is approached using LED array as a transmitter, and on-vehicle high-speed camera as a receiver. The LEDs in the transmitter are emitted in 500Hz and those emitting LEDs are captured by a high-speed camera for making communication. Here, the luminance value of LEDs in the transmitter should be captured in consecutive frames to achieve effective communication. For this purpose, first the transmitter should be identified, then it should be tracked in consecutive frames while the vehicle is moving, by processing the images from the high-speed camera. In this paper, we mainly introduce an algorithm to track the transmitterusing optical flow and edge information. ","Dec. 2009",
"S. Okada, T. Yendo, T. Yamazato, H. Okada, M.P. Tehrani, A. Fujii, M. Tanimoto","On-Vehicle Receiver for Visible Light Road-to-Vehicle Communication","Technical Report of IEICE, CS2009-64, pp.77-81, Nagoya","We consider an on-vehicle receiving system for long-distance and high-speed visible light communication. There are several problems associated with applying visible light communication to the field of ITS. It is necessary to receive information from long distance. And tracking the transmitter for a certain moving distance of the vehicle is also important. We applied an imaging optics to receive information over long distance, and two cameras are used to solve the relationship between the transmitter and the receiver position changes with time, and vibrational correction technique is also fixed to the system to minimize vibrational affections.","Dec. 2009",
"M. Katayama[Editor/Author], H. Uehara, Y. Iwanami, T. Wada, T. Yamazato, H. Kobayashi, H. Okada","Wireless Communication Engineering","Ohm Publishing Co., New Interuniversity Series (Communications and Signal Processing Division)","","Nov. 2009",
"Y. Masuda, T. Yendo, T. Yamazato, H. Okada, M.P. Tehrani, A. Fujii, M. Tanimoto","Encoding system based on spatial frequency characteristics of road-vehicle communication","Technical Report of IEICE, CS2009-54, pp.71-76, Shikotsuko","In this paper we propose a method for analyzing spatial frequency characteristics of road-vehicle communication. In the proposed communication, we use LED traffic lights as transmitter and high-speed camera on car as receiver. So the distance between LED traffic lights and high-speed camera change from far to near, and as the distance is farther, received pictures are smaller. Therefore it is thought that high frequencies of sending data deteriorate, and Moir occurs in received pictures. In this paper, we analyze the deterioration and confirm improvement of communication using simulation.","Nov. 2009",
"K. Kobayashi, T. Yamazato, M. Katayama","A Note on Joint Decoding of Correlated Data Observed by Multiple Sensor Nodes - Correlation Estimation According to ADC Bit Levels of Experimentally Observed Data -","Technical Report of IEICE, vol.USN2009-42, pp.95-100, Sendai, Japan","In wireless sensor networks, a large number of sensor nodes are densely deployed for reliable environmental sensing. Due to the high density in the sensing field, sensor observations are spatially correlated. In this paper, we focus on joint channel decoding utilizing the spatial correlation of multiple sensor observations. Our proposed scheme makes use of an estimation of the correlation according to ADC bit levels of the sensor observations. The performance of our approach is examined by simulations using sensing data from experiments in a real indoor environment.","Oct. 2009",
"S. Arai, Y. Nishio, T. Yamazato, S. Ozawa","M-ary Modulation Scheme Using Separation of Chaotic Dynamics  for Noncoherent Chaos-Based Communications","International Symposium on Nonlinear Theory and its Applications (NOLTA), Chateraise Gateaux Kingdom Sapporo Hotel & Spa Resort, Sapporo, Japan,","This paper proposes a new M-ary modulation scheme for noncoherent chaos-based communications. A chaotic sequence is successive based on the chaotic dynamics. Without the successive sequence based on the chaotic dynamics, general noncoherent systems are very dif&#64257;cult to demodulate the data. However, we consider that the systematic separation and the reconstruction of the chaotic dynamics can be applied as additional information. Namely, M -ary data symbols can be expressed by separating the chaotic dynamics purposely. We carry out computer simulations of the proposed scheme and con&#64257;rm that a saving of over 3&#8211;4 dB is realized in transmitter energy by increasing M. ","Oct. 2009",
"M. Yamamoto, T. Yamazato, M. Katayama","An access control scheme for passenger wireless communication systems considering the passing of an opposite train","Technical Report of IEICE","This manuscript discusses on a wireless cellular communication system for railroad passengers, in which base stations are placed along the railroad. In this system, all users or passengers are on trains. Thus there is high concentration in user distribution, and a group of the users on a train move to the same direction with the same speed. In such a system, when two opposite trains enter in the same cell before they pass each other, the number of users in the cell abruptly increases, and forced terminations of communication, i.e. call dropping, may occur due to the concentration of traffic. This paper proposes access control methods that mitigate the probability of the dropping, by limiting the number of channels allowed to use on each train dynamically or statically before the two trains enter the same cell. As a result, it is shown that the probability of the forced termination of an existing call can be decreased with the cost of increase in blocking probability. It is also confirmed that the dynamic access control method can inhibit increase of the rejection of newly arrived calls compared to the static access control method when the control duration is enough large. In conclusion, the proposed methods provide lower dropping probability than the conventional(no-control) system, under the same blocking probability. ","Oct. 2009",
"D Takasao, T. Yendo, T. Yamazato, H. Okada, M. P. Tehrani, T. Fujii, M. Tanimoto","Tra&#64259;c Light Detection for Visible Light Communication Image Sensor","PCSJ/IMPS 2009, Shuzenji, Japan"," The visible light communication used as telecommunications equipment by modulating LED at high speed is researched. And the road-to-vehicle visible light communication applied to the ITS &#64257;eld is researched. In this paper, the visible light communication is done by using a special image sensor. The pixel for the video that can capture video with 30fps and the pixel for the communication that can be communicated at high speed exist in the image sensor. We can detect the position of the tra&#64259;c light in the image, and communicate by the pixel for the communication. We propose the detection method of the tra&#64259;c light that makes the best use of the feature of the image sensor. ","Oct. 2009",
"S. Okada, T. Yendo, T. Yamazato, Hiraku Okada, M. P. Tehrani, T. Fujii, M. Tanimoto","The Receiver for visible Light Road-to-Vehicle Communication","PCSJ/IMPS 2009, Shuzenji, Japan"," In this paper, we propose a road-to-vehicle visible communication system for ITS. In this system, a LED tra&#64259;c light is used as transmitter and a photodiode is used as receiver. There are several problems associated with applying visible light communication to the &#64257;eld of ITS. It is necessary to receive information from long distance. And tracking the transmitter for a certain moving distance of the vehicle is also important. We applied an imaging optics to receive information over long distance, and two cameras are used to solve the relationship between the transmitter and the receiver position changes with time, and vibrational correction technique is also &#64257;xed to the system to minimize vibrational a&#64256;ections. We developed algorithms to track the transmitter. The experiments were conducted to con&#64257;rm the proposals. ","Oct. 2009",
"Y. Sugiura, T. Yamazto, M. Katayama","Phase Compensation for Narrowband PLC Channels with Cyclic Time-Varying Features","Third Workshop on Power Line Communications , Udine, Italy","Phase transfer functions of power-line channels often show sharp and periodic variation synchronous to the (double of) mains frequency. This is a result of impedance change of nonlinear devices connected to the power-lines. This manuscript proposes a phase estimation strategy for phase compensation at a receiver under such environment. In the proposed method, phase estimates are calculated using cyclic observation (average) of the channel phase. The numerical examples under periodic phase variation of the channel and cyclostationary noise show that the receiver with the proposed phase estimation scheme outperforms that with the conventional phase estimation, which uses average over the whole observation period without considering the periodic feature of the channel.","Oct. 2009",
"T. Yamazato","Visible Light Communications using LED Array and High-Speed Camera for ITS Applications","IEICE Fundamentals Review, vol.3, no.2, pp.45-53","","Oct. 2009",
"K. Kobayashi, T. Yamazato, M. Katayama","Decoding of Separately Encoded Multiple Correlated Sources Transmitted over Noisy Channels","IEICE Transactions on Fundamentals, vol.E92-A, no.10, pp.2402-2410","We propose an iterative channel decoding scheme for two or more multiple correlated sources. The correlated sources are separately turbo encoded without knowledge of the correlation and transmitted over noisy channels. The proposed decoder exploits the correlation of the multiple sources in an iterative soft decision decoding manner for joint detection of each of the transmitted data. Simulation results show that achieved performance for the more than two sources is also close to the Shannon and Slepian-Wolf limit and large additional SNR gain is obtained in comparison with the case of two sources. We also verify through simulation that no significant penalty results from the estimation of the source correlation in the decoding process and the code with a low error floor achieves good performance for a large number of the correlated sources. ","Oct. 2009","https://doi.org/10.1587/transfun.E92.A.2402"
"T. Nagura, T. Yamazato, M. Katayama","Luminance Extraction Method for Visible Light Communication System using LED Array and High-Speed Camera","Enginnering Sciences Society Conference of IEICE, A-17-17, p.181, Niigata, Japan","","Sep. 2009",
"K. Kobayashi, T. Yamazato, M. Katayama","A Note on Joint Decoding using Correlation Estimation of Multiple Sources according to ADC Bit-Level","Communications Society Conference of IEICE, B-20-7, p.388, Niigata, Japan","","Sep. 2009",
"J. Naganawa, T. Yamazato, M. Katayama","Cognitive Radio with Relay of a Primary Signal and Piggyback Modulation","IEEE International Symposium on Personal, Indoor and Mobile Radio Communication (PIMRC), pp.147-151 , Tokyo, Japan","This manuscript proposes a cognitive radio system that shares a frequency with an existing primary system. In the proposed method, a secondary transmitter relays the primary signal and piggybacks its own data on it. Symbol error probabilities of the system are derived analytically. The result shows that the proposed system can communicate at a relatively high speed on the same frequency of the primary system without harm to it.  ","Sep. 2009","https://doi.org/10.1109/PIMRC.2009.5450056"
"Y. Masuda, T. Yendo, T. Yamazato, H. Okada, M.P. Tehrani, A. Fujii, M. Tanimoto","A Study of Coding Scheme Based on Spatial Frequency Characteristics for Roadside-to-Vehicle Parallel Optical Communication","Tokai-Section Joint Conference on Electrical and Related Engineering, O-438","","Sep. 2009",
"D. Takasao, T. Yendo, T. Yamazato, H. Okada, M.P. Tehrani, A. Fujii, M. Tanimoto","Study of Roadside-to-Vehicle Optical Communication Using Image Sensor for Optical Communication","Tokai-Section Joint Conference on Electrical and Related Engineering, O-441","","Sep. 2009",
"S. Okada, T. Yendo, T. Yamazato, H. Okada, M.P. Tehrani, A. Fujii, M. Tanimoto","In-Vehicle Receiver for Visible Light Communication Using LED Signal","Tokai-Section Joint Conference on Electrical and Related Engineering, O-439","","Sep. 2009",
"T. Aman,  T. Yamazato, M. Katayama","Traffic Prediction Scheme for Resource Assignment of Satellite/Terrestrial Frequency Sharing Mobile Communication System","International Workshop on Satellite and Space Communications (IWSSC), Siena-Tuscany, Italy","The recent development of large aperture on-board multi-beam antennas enables a small-size, low-powered and cellular phone like hand-held terminal as a satellite earth terminal. A single mobile terminal can communicate to both mobile satellite systems and terrestrial systems depend upon his location, QoS and availability of resources among satellite and terrestrial communication systems. In this paper, we propose a new traffic prediction scheme for the integrated satellite/terrestrial frequency sharing mobile communication system. The system shares a common frequency bandwidth in order to enhance the total capacity by a dynamic bandwidth allocation. A key for this allocation depends on a traffic prediction scheme of a few hundreds of terrestrial cells under a footprint of a satellite with a large aperture onboard multi-beam antennas. We propose three traffic predictors based on neural networks for dynamic resource allocation. The performances of the proposed schemes are evaluated in terms of the Relative Traffic Prediction Error and Maximum Traffic Prediction Error by the computer simulation. For the evaluation, we adopt the actual traffic statistic published by Ministry of Internal Affairs and Communications of Japan with population density of terrestrial cells based on the actual population of Aichi, Japan. As results, average traffic prediction error of less than 0.25 is achieved for the prediction interval of one hour, enough for dynamic resource allocation.","Sep. 2009","https://doi.org/10.1109/IWSSC.2009.5286430"
"J. Kietlinski-Zaleski, T. Yamazato, M. Katayama","TOA UWB Position Estimation with Two Receivers and a Set of Known Reflectors","International Conference on Ultra-Wideband (ICUWB), pp.376-380, Vancouver, Canada","Ultra-Wideband is an attractive technology for short range positioning, especially indoors. However, for normal Time of Arrival(ToA) positioning, at least 3 receivers with unblocked direct path to the transmitter are required. A requirement that is not always met. In this work, a novel algorithm for ToA positioning using only 2 receivers is presented. This is possible by exploiting reflections from a set of known flat reflectors, for example ceiling and walls. The proposed algorithm was tested using self-developed UWB propagation simulator testbed.","Sep. 2009","https://doi.org/10.1109/ICUWB.2009.5288686"
"S. Arai,  T.  Yamazato,  S. Ozawa","Image Processing for Visible Light Communication Using LED Traffic lights","Technical meeting of Electronics, Information and Systems [Division C], IEEJ, Sep., 2009., Tokushima, Japan","In this paper, we focus on a road-to-vehicle visible light communications using LED traffic light (transmitter) and an in-vehicle camera (receiver). As advantages using the camera, the recognition of objects as well as their locations can easily be realized and the reception of LED modulated data is also possible at the same time. Unfortunately, if the receiver is far from the transmitter, the received data pattern degrades due to reduction of pixel size and defocusing of the LED data pattern. This paper discusses these problems from image processing approaches. ","Sep. 2009",
"T. Nagura, T. Yamazato, M. Katayama","A study on transmission speed on visible light communication systems using LED array and high-speed camera","Proc. of 11th DSPS Educators Conference, pp.45-46","","Sep. 2009",
"N. Hiraiwa, T. Yamazato, M. Katayama","Impact of Pilot Interpolation Techniques on a Channel Estimation Scheme for Inter-Vehicle Communication","Enginnering Sciences Society Conference of IEICE, A-17-15, p.179, Niigata, Japan","","Sep. 2009",
"T. YAMAZATO","Nagoya Univeristy OCW","Japanese Society for Engineering Education 57th Annual Conference, Nagoya, Japan","","Aug. 2009",
"T. Yamazato","Forward - Celebrating its 500th Issue - IEICE Transactions on Communications B (Japanese-language) Accumulates Superior Communication Technology and Research","IEICE Transactions on Communications, Vol. J92-B, No. 8, pp. 1211-1211, 2009","","Aug. 2009",
"H.C. N. Premachandra, T. Yendo, T. Yamazato, T. Fujii, M. Tanimoto, Y. Kimura","Detection of LED Traffic Light by Image Processing for Visible Light Communication System","IEEE Intelligent Vehicles Symposium (IV), pp.179-184, Kempinski Hotel Xi\'an, Shaanxi, China","We propose a visible light road-to-vehicle communication system at intersection for ITS.  In this system, the communication between vehicle and a LED traffic light is approached using LED traffic light as the transmitter, and on-vehicle high-speed camera as the receiver. The LEDs in the transmitter are emitted with 500Hz and the images of those emitting LEDs are captured by a high-speed camera for conducting communication. In this communication, it is extremely necessary to find the transmitter and detect it for consecutive frames while vehicle is moving. In this paper, we introduce proposals for finding and detecting it for consecutive frames by image processing. Experimental results using appropriate images showed the effectiveness of the proposal.","Aug. 2009","https://doi.org/10.1109/IVS.2009.5164274"
"H.C. N. Premachandra, T. Yendo, M. P. Tehrani, T. Yamazato, T. Fujii, M. Tanimoto, Y. Kimura","Edge-Based Tracking of an LED Traffic Light for a Road-to-Vehicle Visible Light Communication System","Journal of Broadcast Engineering published by KoSBE, the Korean Society for Broadcast Engineers, Vol. 14, No. 4, pp.475-487, July 2009","We propose a visible light road-to-vehicle communication system at intersection as one of ITS technique. In this system, the communication between vehicle and a LED traffic light is approached using LED traffic light as a transmitter, and on-vehicle high-speed camera as a receiver. The LEDs in the transmitter are emitted in 500Hz and those emitting LEDs are captured by a high-speed camera for making communication. Here, the luminance value of each LED in the transmitter should be found for consecutive frames to achieve effective communication. For this purpose, first the transmitter should be identified, then it should be tracked for consecutive frames while the vehicle is moving, by processing the images from the high-speed camera. In our previous work, the transmitter was identified by getting the subtraction of two consecutive frames. In this paper, we mainly introduce an algorithm to track the identified transmitter in consecutive frames. Experimental results using appropriate images showed the effectiveness of the proposal.","Jul. 2009",
"Y. Ohtomo, T. Yamazato, M. Katayama","An Access Control Method for Multipoint Data Gathering over Power-Line Communications","Technical Report of IEICE, vol.WBS2009-13, pp.37-42","This paper proposes a media access control method for a multipoint data gathering system using power-line communications.  In large-scale power-line communication systems, it is difficult to use a CSMA scheme because of hidden terminal problem. In such condition, by broadcasting acknowledgements, the proposed method ensures assignment of a time slot for each node once the node succeeds to transfer its data to the base-station. It is confirmed that the proposed scheme reduces packet collisions and outperforms conventional slotted-ALOHA scheme in throughput of data. In addition, proposed scheme provides an adaptive slot assignment under cyclo-stationary channel environment.","Jul. 2009",
"B.Mongol, T.Yamazato, M. Katayama","Kalman Channel Estimator for BFDM/OQAM system in Time-Frequency Dispersive Channels","Technical Report of IEICE, Nagoya, Japan","BFDM/OQAM allows to employ a gaussian transmitter pulse at maximal spectral efficiency. Thus, it performs well in the time-frequency dispersive channels and is considered to be a promising candidate for the next generation mobile communications modulation scheme. However, in the highly mobile environment the performance deteriorates and channel equalization and estimation schemes became essential for further improvement of BFDM/OQAM systems. This paper proposes a novel adaptive channel estimator based on a Kalman filter. We approximate the channel state  with a number of samples of its  fading  processes at  each delay tap. The idea behind our estimator is to employ a linear predictor to derive a process equation for the Kalman filter. To reduce the convergence time the bayesian estimation is employed to provide an initial value for the Kalman filter. The mean-square-error performance  of the proposed estimator is evaluated using computer simulation. ","Jun. 2009",
"B. Mongol, T. Yamazato, M. Katayama","Channel Estimation and Tracking Schemes for the Pulse-Shaping OFDM Systems","IEEE International Conference on Communications (ICC), SPC-10-4, Dresden, Germany","Robust channel estimation scheme is essential for pulse-shaping OFDM systems in the multipath mobile environment. This paper proposes three types of channel estimation schemes for the general class of pulse-shaping OFDM systems. The first two types are suboptimal low-complexity maximum likelihood estimators. The last type is adaptive Kalman filter channel estimator. We numerically evaluate the performance of each estimator using computer simulation.","Jun. 2009","https://doi.org/10.1109/ICC.2009.5198817"
"S. Arai, Y. Nishio, T. Yamazato","No Redundant Error-Correcting Scheme Using Chaotic Dynamics for Noncoherent Chaos Communications","IEEE International Symposium on Circuits and Systems (ISCAS), pp.2633-2636, Taipei, Taiwan","This paper proposes the error-correcting scheme without redundancy sequences based on the chaotic dynamics for noncoherent chaos communications. We generate successive chaotic sequences from the identical chaotic map. And for the next sequence we set the initial value to the end value of the former sequence. By such way we can create the successive chaotic sequences having the same chaotic dynamics. This feature gives the receiver additional information to correctly recover the received noisy signal. Therefore, by analyzing the chaotic dynamics at the receiver, it is possible to improve the error performance without redundancy signal. As results of computer simulations, we confirm about 3 dB gain in BER performance as compared with the conventional suboptimal receiver when using the short chaotic sequence length per 1 bit.","May 2009","https://doi.org/10.1109/ISCAS.2009.5118342"
